,button,genuine,signature,time,x,y
111,1,0.0,26.0,22926389,6453,5370
112,1,0.0,26.0,22926399,6499,5302
113,1,0.0,26.0,22926409,6514,5201
114,1,0.0,26.0,22926419,6509,5096
115,1,0.0,26.0,22926429,6509,4986
116,1,0.0,26.0,22926439,6536,4884
117,1,0.0,26.0,22926449,6577,4787
118,1,0.0,26.0,22926459,6653,4710
119,1,0.0,26.0,22926469,6743,4635
120,1,0.0,26.0,22926479,6842,4561
121,1,0.0,26.0,22926489,6899,4474
122,1,0.0,26.0,22926499,6914,4370
123,1,0.0,26.0,22926509,6901,4254
124,1,0.0,26.0,22926519,6841,4143
125,1,0.0,26.0,22926529,6766,4056
126,1,0.0,26.0,22926539,6681,3986
127,1,0.0,26.0,22926549,6609,3951
128,1,0.0,26.0,22926559,6561,3979
129,1,0.0,26.0,22926569,6530,4049
130,1,0.0,26.0,22926579,6537,4178
131,1,0.0,26.0,22926589,6585,4307
132,1,0.0,26.0,22926599,6660,4435
133,1,0.0,26.0,22926609,6782,4552
134,1,0.0,26.0,22926619,6932,4667
135,1,0.0,26.0,22926629,7101,4790
136,0,0.0,26.0,22926940,7502,6034
137,1,0.0,26.0,22926950,7527,5998
138,1,0.0,26.0,22926960,7535,5949
139,1,0.0,26.0,22926970,7546,5873
140,1,0.0,26.0,22926980,7559,5780
141,1,0.0,26.0,22926990,7577,5690
142,1,0.0,26.0,22927000,7600,5599
143,1,0.0,26.0,22927010,7652,5508
144,1,0.0,26.0,22927020,7721,5429
145,1,0.0,26.0,22927030,7821,5375
146,1,0.0,26.0,22927040,7948,5338
147,1,0.0,26.0,22927050,8092,5344
148,1,0.0,26.0,22927060,8282,5389
149,1,0.0,26.0,22927070,8496,5459
150,1,0.0,26.0,22927080,8727,5544
151,1,0.0,26.0,22927090,8955,5627
152,1,0.0,26.0,22927100,9136,5710
153,1,0.0,26.0,22927110,9285,5784
154,1,0.0,26.0,22927120,9419,5855
155,1,0.0,26.0,22927130,9508,5918
156,0,0.0,26.0,22927280,8942,6322
157,1,0.0,26.0,22927290,8942,6296
158,1,0.0,26.0,22927300,8942,6248
159,1,0.0,26.0,22927310,8951,6176
160,1,0.0,26.0,22927320,8958,6070
161,1,0.0,26.0,22927330,8964,5925
162,1,0.0,26.0,22927340,8973,5754
163,1,0.0,26.0,22927350,8973,5589
164,1,0.0,26.0,22927360,8973,5382
165,1,0.0,26.0,22927370,8959,5146
166,1,0.0,26.0,22927380,8932,4901
167,1,0.0,26.0,22927390,8896,4653
168,1,0.0,26.0,22927400,8872,4444
169,1,0.0,26.0,22927410,8855,4263
170,1,0.0,26.0,22927420,8848,4100
171,1,0.0,26.0,22927430,8848,3979
172,1,0.0,26.0,22927440,8865,3885
173,1,0.0,26.0,22927450,8875,3847
174,0,0.0,26.0,22927551,8678,4492
175,1,0.0,26.0,22927561,8543,4500
176,1,0.0,26.0,22927571,8493,4519
177,1,0.0,26.0,22927581,8469,4534
178,1,0.0,26.0,22927591,8469,4549
179,1,0.0,26.0,22927601,8499,4566
180,1,0.0,26.0,22927611,8546,4582
181,1,0.0,26.0,22927621,8641,4599
182,1,0.0,26.0,22927631,8763,4615
183,1,0.0,26.0,22927641,8902,4624
184,1,0.0,26.0,22927651,9034,4624
185,1,0.0,26.0,22927661,9153,4616
186,1,0.0,26.0,22927671,9264,4600
187,1,0.0,26.0,22927681,9371,4565
188,1,0.0,26.0,22927691,9427,4518
189,1,0.0,26.0,22927701,9448,4446
190,1,0.0,26.0,22927711,9424,4357
191,1,0.0,26.0,22927721,9350,4258
192,1,0.0,26.0,22927731,9243,4148
193,1,0.0,26.0,22927741,9100,4021
194,1,0.0,26.0,22927751,8942,3884
195,1,0.0,26.0,22927761,8774,3740
196,1,0.0,26.0,22927771,8676,3633
197,1,0.0,26.0,22927781,8626,3550
198,1,0.0,26.0,22927791,8607,3489
199,1,0.0,26.0,22927801,8654,3473
200,1,0.0,26.0,22927811,8788,3487
201,1,0.0,26.0,22927821,8981,3536
202,1,0.0,26.0,22927831,9193,3605
203,1,0.0,26.0,22927841,9437,3688
204,1,0.0,26.0,22927851,9703,3772
205,1,0.0,26.0,22927861,9930,3827
0,0,0.0,27.0,23339253,2126,6400
1,1,0.0,27.0,23339263,2052,6368
2,1,0.0,27.0,23339273,2010,6376
3,1,0.0,27.0,23339283,1992,6376
4,1,0.0,27.0,23339293,1992,6376
5,1,0.0,27.0,23339303,1992,6381
6,1,0.0,27.0,23339313,2030,6386
7,1,0.0,27.0,23339323,2092,6408
8,1,0.0,27.0,23339333,2231,6443
9,1,0.0,27.0,23339343,2436,6505
10,1,0.0,27.0,23339353,2686,6567
11,1,0.0,27.0,23339363,2931,6625
12,1,0.0,27.0,23339373,3176,6667
13,1,0.0,27.0,23339383,3396,6698
14,1,0.0,27.0,23339393,3599,6730
15,1,0.0,27.0,23339403,3781,6759
16,1,0.0,27.0,23339413,3910,6783
17,1,0.0,27.0,23339423,4004,6798
18,1,0.0,27.0,23339433,4062,6804
19,0,0.0,27.0,23339513,3553,6608
20,1,0.0,27.0,23339523,3441,6554
21,1,0.0,27.0,23339533,3416,6523
22,1,0.0,27.0,23339543,3411,6484
23,1,0.0,27.0,23339553,3411,6395
24,1,0.0,27.0,23339563,3433,6277
25,1,0.0,27.0,23339573,3463,6121
26,1,0.0,27.0,23339583,3496,5912
27,1,0.0,27.0,23339593,3526,5668
28,1,0.0,27.0,23339603,3552,5429
29,1,0.0,27.0,23339613,3558,5167
30,1,0.0,27.0,23339623,3550,4890
31,1,0.0,27.0,23339633,3529,4656
32,1,0.0,27.0,23339643,3477,4456
33,1,0.0,27.0,23339653,3404,4279
34,1,0.0,27.0,23339663,3297,4081
35,1,0.0,27.0,23339673,3151,3904
36,1,0.0,27.0,23339683,2979,3742
37,1,0.0,27.0,23339693,2802,3632
38,1,0.0,27.0,23339703,2618,3580
39,1,0.0,27.0,23339713,2430,3568
40,0,0.0,27.0,23340074,4649,5911
41,1,0.0,27.0,23340084,4559,5860
42,1,0.0,27.0,23340094,4495,5850
43,1,0.0,27.0,23340104,4473,5850
44,1,0.0,27.0,23340114,4456,5845
45,1,0.0,27.0,23340124,4461,5845
46,1,0.0,27.0,23340134,4478,5859
47,1,0.0,27.0,23340144,4547,5888
48,1,0.0,27.0,23340154,4700,5948
49,1,0.0,27.0,23340164,4909,6028
50,1,0.0,27.0,23340174,5172,6157
51,1,0.0,27.0,23340184,5456,6251
52,1,0.0,27.0,23340194,5755,6321
53,1,0.0,27.0,23340204,5984,6381
54,1,0.0,27.0,23340214,6158,6434
55,1,0.0,27.0,23340224,6296,6474
56,1,0.0,27.0,23340234,6389,6499
57,1,0.0,27.0,23340244,6429,6515
58,1,0.0,27.0,23340254,6434,6515
59,0,0.0,27.0,23340334,5445,6574
60,1,0.0,27.0,23340344,5383,6592
61,1,0.0,27.0,23340354,5378,6597
62,1,0.0,27.0,23340364,5384,6574
63,1,0.0,27.0,23340374,5384,6531
64,1,0.0,27.0,23340384,5363,6452
65,1,0.0,27.0,23340394,5330,6320
66,1,0.0,27.0,23340404,5255,6153
67,1,0.0,27.0,23340414,5127,5920
68,1,0.0,27.0,23340424,4963,5674
69,1,0.0,27.0,23340434,4793,5419
70,1,0.0,27.0,23340444,4623,5196
71,1,0.0,27.0,23340454,4517,5043
72,1,0.0,27.0,23340464,4453,4938
73,1,0.0,27.0,23340474,4429,4893
74,1,0.0,27.0,23340484,4440,4909
75,0,0.0,27.0,23340585,5274,5716
76,1,0.0,27.0,23340595,5314,5488
77,1,0.0,27.0,23340605,5285,5329
78,1,0.0,27.0,23340615,5257,5163
79,1,0.0,27.0,23340625,5216,4914
80,1,0.0,27.0,23340635,5166,4653
81,1,0.0,27.0,23340645,5120,4384
82,1,0.0,27.0,23340655,5094,4133
83,1,0.0,27.0,23340665,5080,3936
84,1,0.0,27.0,23340675,5080,3774
85,1,0.0,27.0,23340685,5103,3684
86,1,0.0,27.0,23340695,5134,3633
87,1,0.0,27.0,23340705,5145,3607
88,1,0.0,27.0,23340715,5145,3617
89,1,0.0,27.0,23340725,5130,3667
90,0,0.0,27.0,23340805,4984,4582
91,1,0.0,27.0,23340815,5153,4911
92,1,0.0,27.0,23340825,5270,5085
93,1,0.0,27.0,23340835,5416,5259
94,1,0.0,27.0,23340845,5580,5423
95,1,0.0,27.0,23340855,5738,5524
96,1,0.0,27.0,23340865,5891,5582
97,1,0.0,27.0,23340875,6002,5603
98,1,0.0,27.0,23340885,6085,5574
99,1,0.0,27.0,23340895,6131,5513
100,1,0.0,27.0,23340905,6137,5378
101,1,0.0,27.0,23340915,6115,5229
102,1,0.0,27.0,23340925,6096,5070
103,1,0.0,27.0,23340935,6083,4930
104,1,0.0,27.0,23340945,6136,4832
105,1,0.0,27.0,23340955,6230,4761
106,1,0.0,27.0,23340965,6387,4725
107,1,0.0,27.0,23340975,6546,4688
108,1,0.0,27.0,23340985,6678,4651
109,1,0.0,27.0,23340995,6792,4597
110,1,0.0,27.0,23341005,6844,4515
111,1,0.0,27.0,23341015,6832,4415
112,1,0.0,27.0,23341025,6776,4302
113,1,0.0,27.0,23341035,6699,4195
114,1,0.0,27.0,23341045,6617,4123
115,1,0.0,27.0,23341055,6532,4072
116,1,0.0,27.0,23341065,6458,4080
117,1,0.0,27.0,23341075,6432,4159
118,1,0.0,27.0,23341085,6438,4285
119,1,0.0,27.0,23341095,6523,4429
120,1,0.0,27.0,23341105,6671,4588
121,1,0.0,27.0,23341115,6860,4756
122,1,0.0,27.0,23341125,7060,4952
123,0,0.0,27.0,23341586,7453,5960
124,1,0.0,27.0,23341596,7453,5960
125,1,0.0,27.0,23341606,7453,5960
126,1,0.0,27.0,23341616,7453,5960
127,1,0.0,27.0,23341626,7453,5960
128,1,0.0,27.0,23341636,7453,5960
129,1,0.0,27.0,23341646,7453,5960
130,1,0.0,27.0,23341656,7453,5960
131,1,0.0,27.0,23341666,7444,5934
132,1,0.0,27.0,23341676,7444,5887
133,1,0.0,27.0,23341686,7452,5819
134,1,0.0,27.0,23341696,7457,5749
135,1,0.0,27.0,23341706,7465,5659
136,1,0.0,27.0,23341716,7474,5557
137,1,0.0,27.0,23341726,7489,5436
138,1,0.0,27.0,23341736,7534,5330
139,1,0.0,27.0,23341746,7597,5235
140,1,0.0,27.0,23341756,7720,5196
141,1,0.0,27.0,23341766,7906,5213
142,1,0.0,27.0,23341776,8134,5267
143,1,0.0,27.0,23341786,8391,5371
144,1,0.0,27.0,23341796,8628,5477
145,1,0.0,27.0,23341806,8852,5585
146,1,0.0,27.0,23341816,9009,5646
147,0,0.0,27.0,23341937,8723,6011
148,1,0.0,27.0,23341947,8686,5996
149,1,0.0,27.0,23341957,8686,6006
150,1,0.0,27.0,23341967,8686,5969
151,1,0.0,27.0,23341977,8677,5902
152,1,0.0,27.0,23341987,8668,5791
153,1,0.0,27.0,23341997,8662,5661
154,1,0.0,27.0,23342007,8656,5518
155,1,0.0,27.0,23342017,8656,5329
156,1,0.0,27.0,23342027,8649,5120
157,1,0.0,27.0,23342037,8640,4898
158,1,0.0,27.0,23342047,8628,4691
159,1,0.0,27.0,23342057,8628,4546
160,1,0.0,27.0,23342067,8619,4443
161,1,0.0,27.0,23342077,8610,4357
162,1,0.0,27.0,23342087,8599,4317
163,0,0.0,27.0,23342177,8249,4632
164,1,0.0,27.0,23342187,8169,4643
165,1,0.0,27.0,23342197,8145,4663
166,1,0.0,27.0,23342207,8128,4676
167,1,0.0,27.0,23342217,8142,4695
168,1,0.0,27.0,23342227,8196,4720
169,1,0.0,27.0,23342237,8276,4742
170,1,0.0,27.0,23342247,8408,4767
171,1,0.0,27.0,23342257,8546,4795
172,1,0.0,27.0,23342267,8679,4801
173,1,0.0,27.0,23342277,8807,4793
174,1,0.0,27.0,23342287,8902,4747
175,1,0.0,27.0,23342297,8930,4668
176,1,0.0,27.0,23342307,8912,4568
177,1,0.0,27.0,23342317,8828,4425
178,1,0.0,27.0,23342327,8704,4257
179,1,0.0,27.0,23342337,8553,4073
180,1,0.0,27.0,23342347,8436,3933
181,1,0.0,27.0,23342357,8387,3852
182,1,0.0,27.0,23342367,8387,3810
183,1,0.0,27.0,23342377,8492,3843
184,1,0.0,27.0,23342387,8688,3927
185,1,0.0,27.0,23342397,8943,4046
186,1,0.0,27.0,23342407,9201,4174
0,0,0.0,28.0,23350459,2139,5433
1,1,0.0,28.0,23350469,1988,5420
2,1,0.0,28.0,23350479,1924,5430
3,1,0.0,28.0,23350489,1892,5452
4,1,0.0,28.0,23350499,1880,5447
5,1,0.0,28.0,23350509,1880,5447
6,1,0.0,28.0,23350519,1932,5447
7,1,0.0,28.0,23350519,2017,5458
8,1,0.0,28.0,23350529,2180,5504
9,1,0.0,28.0,23350539,2390,5569
10,1,0.0,28.0,23350549,2630,5647
11,1,0.0,28.0,23350559,2868,5708
12,1,0.0,28.0,23350569,3069,5765
13,1,0.0,28.0,23350579,3244,5815
14,1,0.0,28.0,23350589,3360,5862
15,1,0.0,28.0,23350599,3416,5879
16,1,0.0,28.0,23350609,3432,5879
17,1,0.0,28.0,23350619,3418,5879
18,0,0.0,28.0,23350709,2882,5711
19,1,0.0,28.0,23350719,2882,5711
20,1,0.0,28.0,23350729,2906,5681
21,1,0.0,28.0,23350739,2928,5639
22,1,0.0,28.0,23350749,2952,5576
23,1,0.0,28.0,23350759,2979,5475
24,1,0.0,28.0,23350769,2998,5318
25,1,0.0,28.0,23350779,3011,5124
26,1,0.0,28.0,23350789,3023,4903
27,1,0.0,28.0,23350799,3029,4657
28,1,0.0,28.0,23350809,3029,4394
29,1,0.0,28.0,23350819,3034,4105
30,1,0.0,28.0,23350829,3034,3845
31,1,0.0,28.0,23350839,3027,3605
32,1,0.0,28.0,23350849,3011,3394
33,1,0.0,28.0,23350859,2973,3201
34,1,0.0,28.0,23350869,2921,3019
35,1,0.0,28.0,23350879,2848,2880
36,1,0.0,28.0,23350889,2754,2779
37,1,0.0,28.0,23350899,2646,2704
38,1,0.0,28.0,23350909,2496,2666
39,1,0.0,28.0,23350919,2337,2674
40,1,0.0,28.0,23350929,2171,2713
41,1,0.0,28.0,23350939,2007,2794
42,1,0.0,28.0,23350949,1887,2878
43,1,0.0,28.0,23350959,1797,2964
44,1,0.0,28.0,23350969,1730,3034
45,0,0.0,28.0,23351270,3932,5064
46,1,0.0,28.0,23351280,3898,5095
47,1,0.0,28.0,23351290,3889,5095
48,1,0.0,28.0,23351300,3889,5088
49,1,0.0,28.0,23351310,3896,5088
50,1,0.0,28.0,23351320,3926,5088
51,1,0.0,28.0,23351330,3972,5101
52,1,0.0,28.0,23351340,4071,5142
53,1,0.0,28.0,23351350,4244,5222
54,1,0.0,28.0,23351360,4467,5327
55,1,0.0,28.0,23351370,4692,5432
56,1,0.0,28.0,23351380,4902,5502
57,1,0.0,28.0,23351390,5050,5550
58,1,0.0,28.0,23351400,5162,5583
59,1,0.0,28.0,23351410,5244,5602
60,1,0.0,28.0,23351420,5285,5612
61,1,0.0,28.0,23351430,5298,5612
62,1,0.0,28.0,23351440,5280,5612
63,1,0.0,28.0,23351450,5221,5612
64,0,0.0,28.0,23351520,4789,5671
65,1,0.0,28.0,23351530,4775,5701
66,1,0.0,28.0,23351540,4775,5701
67,1,0.0,28.0,23351550,4775,5701
68,1,0.0,28.0,23351560,4786,5664
69,1,0.0,28.0,23351570,4777,5614
70,1,0.0,28.0,23351580,4740,5522
71,1,0.0,28.0,23351590,4683,5376
72,1,0.0,28.0,23351600,4591,5194
73,1,0.0,28.0,23351610,4478,5001
74,1,0.0,28.0,23351620,4350,4803
75,1,0.0,28.0,23351630,4220,4601
76,1,0.0,28.0,23351640,4094,4455
77,1,0.0,28.0,23351650,4017,4354
78,1,0.0,28.0,23351660,3970,4283
79,1,0.0,28.0,23351670,3956,4266
80,0,0.0,28.0,23351771,4659,4983
81,1,0.0,28.0,23351781,4688,4954
82,1,0.0,28.0,23351791,4680,4929
83,1,0.0,28.0,23351801,4672,4883
84,1,0.0,28.0,23351811,4664,4824
85,1,0.0,28.0,23351821,4664,4747
86,1,0.0,28.0,23351831,4664,4668
87,1,0.0,28.0,23351841,4669,4588
88,1,0.0,28.0,23351851,4675,4504
89,1,0.0,28.0,23351861,4683,4390
90,1,0.0,28.0,23351871,4691,4255
91,1,0.0,28.0,23351881,4703,4187
92,1,0.0,28.0,23351891,4710,4103
93,1,0.0,28.0,23351901,4710,4008
94,1,0.0,28.0,23351911,4717,3940
95,1,0.0,28.0,23351921,4717,3888
96,1,0.0,28.0,23351931,4717,3848
97,1,0.0,28.0,23351941,4717,3843
98,1,0.0,28.0,23351951,4712,3859
99,0,0.0,28.0,23352061,4812,4727
100,1,0.0,28.0,23352071,4933,4905
101,1,0.0,28.0,23352081,4979,4967
102,1,0.0,28.0,23352091,5010,5024
103,1,0.0,28.0,23352101,5087,5076
104,1,0.0,28.0,23352111,5183,5126
105,1,0.0,28.0,23352121,5291,5158
106,1,0.0,28.0,23352131,5395,5166
107,1,0.0,28.0,23352141,5480,5158
108,1,0.0,28.0,23352151,5553,5123
109,1,0.0,28.0,23352161,5599,5054
110,1,0.0,28.0,23352171,5624,4963
111,1,0.0,28.0,23352181,5634,4852
112,1,0.0,28.0,23352191,5656,4740
113,1,0.0,28.0,23352201,5714,4648
114,1,0.0,28.0,23352211,5797,4570
115,1,0.0,28.0,23352221,5900,4488
116,1,0.0,28.0,23352231,5995,4404
117,1,0.0,28.0,23352241,6084,4319
118,1,0.0,28.0,23352251,6127,4182
119,1,0.0,28.0,23352261,6133,4020
120,1,0.0,28.0,23352271,6113,3841
121,1,0.0,28.0,23352281,6065,3696
122,1,0.0,28.0,23352291,6002,3591
123,1,0.0,28.0,23352301,5929,3513
124,1,0.0,28.0,23352311,5837,3461
125,1,0.0,28.0,23352321,5731,3461
126,1,0.0,28.0,23352331,5616,3494
127,1,0.0,28.0,23352341,5529,3589
128,1,0.0,28.0,23352351,5507,3701
129,1,0.0,28.0,23352361,5527,3824
130,1,0.0,28.0,23352371,5610,3964
131,1,0.0,28.0,23352381,5749,4117
132,1,0.0,28.0,23352391,5925,4279
133,1,0.0,28.0,23352401,6096,4445
134,1,0.0,28.0,23352411,6270,4574
135,1,0.0,28.0,23352421,6403,4678
136,0,0.0,28.0,23352832,6817,5319
137,1,0.0,28.0,23352842,6813,5367
138,1,0.0,28.0,23352852,6793,5383
139,1,0.0,28.0,23352862,6786,5390
140,1,0.0,28.0,23352872,6780,5390
141,1,0.0,28.0,23352882,6780,5377
142,1,0.0,28.0,23352892,6780,5363
143,1,0.0,28.0,23352902,6780,5327
144,1,0.0,28.0,23352912,6780,5288
145,1,0.0,28.0,23352922,6793,5221
146,1,0.0,28.0,23352932,6805,5138
147,1,0.0,28.0,23352942,6823,5034
148,1,0.0,28.0,23352952,6861,4930
149,1,0.0,28.0,23352962,6910,4826
150,1,0.0,28.0,23352972,6991,4765
151,1,0.0,28.0,23352982,7124,4730
152,1,0.0,28.0,23352992,7291,4755
153,1,0.0,28.0,23353002,7498,4828
154,1,0.0,28.0,23353012,7707,4932
155,1,0.0,28.0,23353022,7918,5052
156,1,0.0,28.0,23353032,8066,5171
157,1,0.0,28.0,23353042,8172,5262
158,1,0.0,28.0,23353052,8242,5334
159,1,0.0,28.0,23353062,8262,5377
160,0,0.0,28.0,23353163,7709,5481
161,1,0.0,28.0,23353173,7709,5481
162,1,0.0,28.0,23353183,7684,5450
163,1,0.0,28.0,23353193,7684,5437
164,1,0.0,28.0,23353203,7684,5383
165,1,0.0,28.0,23353213,7684,5296
166,1,0.0,28.0,23353223,7678,5187
167,1,0.0,28.0,23353233,7673,5046
168,1,0.0,28.0,23353243,7658,4864
169,1,0.0,28.0,23353253,7637,4656
170,1,0.0,28.0,23353263,7611,4435
171,1,0.0,28.0,23353273,7591,4209
172,1,0.0,28.0,23353283,7584,4028
173,1,0.0,28.0,23353293,7584,3880
174,1,0.0,28.0,23353303,7594,3792
175,1,0.0,28.0,23353313,7594,3748
176,1,0.0,28.0,23353323,7594,3733
177,0,0.0,28.0,23353413,7389,4158
178,1,0.0,28.0,23353423,7278,4108
179,1,0.0,28.0,23353433,7217,4108
180,1,0.0,28.0,23353443,7196,4126
181,1,0.0,28.0,23353453,7196,4126
182,1,0.0,28.0,23353463,7206,4137
183,1,0.0,28.0,23353473,7254,4152
184,1,0.0,28.0,23353483,7350,4179
185,1,0.0,28.0,23353493,7477,4207
186,1,0.0,28.0,23353503,7610,4236
187,1,0.0,28.0,23353513,7734,4236
188,1,0.0,28.0,23353523,7851,4201
189,1,0.0,28.0,23353533,7924,4144
190,1,0.0,28.0,23353543,7930,4047
191,1,0.0,28.0,23353553,7890,3906
192,1,0.0,28.0,23353563,7791,3735
193,1,0.0,28.0,23353573,7670,3566
194,1,0.0,28.0,23353583,7535,3408
195,1,0.0,28.0,23353593,7436,3258
196,1,0.0,28.0,23353603,7397,3165
197,1,0.0,28.0,23353613,7397,3130
198,1,0.0,28.0,23353623,7493,3135
199,1,0.0,28.0,23353633,7672,3203
200,1,0.0,28.0,23353643,7908,3304
201,1,0.0,28.0,23353653,8177,3428
202,1,0.0,28.0,23353663,8473,3546
203,1,0.0,28.0,23353673,8788,3624
0,0,0.0,29.0,33687920,2914,4943
1,1,0.0,29.0,33687930,2914,4943
2,1,0.0,29.0,33687940,2914,4943
3,1,0.0,29.0,33687950,2914,4943
4,1,0.0,29.0,33687960,2914,4943
5,1,0.0,29.0,33687970,2914,4943
6,1,0.0,29.0,33687980,2914,4943
7,1,0.0,29.0,33687990,2914,4943
8,1,0.0,29.0,33688000,2914,4943
9,1,0.0,29.0,33688010,2914,4943
10,1,0.0,29.0,33688020,2924,4904
11,1,0.0,29.0,33688030,2936,4882
12,1,0.0,29.0,33688040,2948,4860
13,1,0.0,29.0,33688050,2962,4843
14,1,0.0,29.0,33688060,2977,4825
15,1,0.0,29.0,33688070,2996,4813
16,1,0.0,29.0,33688080,3019,4806
17,1,0.0,29.0,33688090,3044,4806
18,1,0.0,29.0,33688100,3076,4812
19,1,0.0,29.0,33688110,3115,4828
20,1,0.0,29.0,33688120,3170,4863
21,1,0.0,29.0,33688130,3236,4908
22,1,0.0,29.0,33688140,3309,4961
23,1,0.0,29.0,33688150,3382,5007
24,1,0.0,29.0,33688160,3456,5050
25,1,0.0,29.0,33688170,3535,5091
26,1,0.0,29.0,33688180,3629,5127
27,1,0.0,29.0,33688190,3733,5159
28,1,0.0,29.0,33688200,3826,5187
29,1,0.0,29.0,33688210,3919,5215
30,1,0.0,29.0,33688220,4015,5244
31,1,0.0,29.0,33688230,4114,5269
32,1,0.0,29.0,33688240,4221,5291
33,1,0.0,29.0,33688250,4326,5302
34,1,0.0,29.0,33688260,4428,5309
35,1,0.0,29.0,33688270,4531,5309
36,1,0.0,29.0,33688280,4633,5309
37,1,0.0,29.0,33688290,4734,5309
38,1,0.0,29.0,33688300,4825,5319
39,1,0.0,29.0,33688310,4895,5330
40,1,0.0,29.0,33688320,4952,5345
41,1,0.0,29.0,33688330,4993,5364
42,1,0.0,29.0,33688340,5017,5375
43,1,0.0,29.0,33688350,5030,5383
44,1,0.0,29.0,33688360,5030,5383
45,1,0.0,29.0,33688370,5030,5383
46,0,0.0,29.0,33688541,4232,5070
47,1,0.0,29.0,33688551,4147,5062
48,1,0.0,29.0,33688561,4109,5054
49,1,0.0,29.0,33688571,4109,4998
50,1,0.0,29.0,33688581,4101,4908
51,1,0.0,29.0,33688591,4101,4795
52,1,0.0,29.0,33688601,4101,4662
53,1,0.0,29.0,33688611,4121,4525
54,1,0.0,29.0,33688621,4153,4363
55,1,0.0,29.0,33688631,4196,4187
56,1,0.0,29.0,33688641,4249,4026
57,1,0.0,29.0,33688651,4304,3860
58,1,0.0,29.0,33688661,4362,3691
59,1,0.0,29.0,33688671,4420,3541
60,1,0.0,29.0,33688681,4467,3398
61,1,0.0,29.0,33688691,4506,3261
62,1,0.0,29.0,33688701,4535,3141
63,1,0.0,29.0,33688711,4553,3027
64,1,0.0,29.0,33688721,4563,2917
65,1,0.0,29.0,33688731,4563,2815
66,1,0.0,29.0,33688741,4546,2711
67,1,0.0,29.0,33688751,4523,2634
68,1,0.0,29.0,33688761,4489,2575
69,1,0.0,29.0,33688771,4438,2529
70,1,0.0,29.0,33688781,4376,2500
71,1,0.0,29.0,33688791,4267,2482
72,1,0.0,29.0,33688801,4131,2491
73,1,0.0,29.0,33688811,3977,2536
74,1,0.0,29.0,33688821,3835,2606
75,1,0.0,29.0,33688831,3689,2722
76,1,0.0,29.0,33688841,3541,2865
77,1,0.0,29.0,33688851,3427,3026
78,1,0.0,29.0,33688861,3334,3192
79,1,0.0,29.0,33688871,3269,3320
80,1,0.0,29.0,33688881,3232,3423
81,1,0.0,29.0,33688891,3213,3472
82,0,0.0,29.0,33689362,5845,4815
83,1,0.0,29.0,33689372,5796,4805
84,1,0.0,29.0,33689382,5782,4805
85,1,0.0,29.0,33689392,5782,4805
86,1,0.0,29.0,33689402,5792,4798
87,1,0.0,29.0,33689412,5803,4793
88,1,0.0,29.0,33689422,5815,4793
89,1,0.0,29.0,33689432,5828,4793
90,1,0.0,29.0,33689442,5845,4788
91,1,0.0,29.0,33689452,5867,4788
92,1,0.0,29.0,33689462,5910,4777
93,1,0.0,29.0,33689472,5966,4764
94,1,0.0,29.0,33689482,6065,4751
95,1,0.0,29.0,33689492,6171,4769
96,1,0.0,29.0,33689502,6281,4806
97,1,0.0,29.0,33689512,6432,4867
98,1,0.0,29.0,33689522,6585,4935
99,1,0.0,29.0,33689532,6742,5008
100,1,0.0,29.0,33689542,6902,5060
101,1,0.0,29.0,33689552,7057,5097
102,1,0.0,29.0,33689562,7224,5124
103,1,0.0,29.0,33689572,7403,5137
104,1,0.0,29.0,33689582,7561,5148
105,1,0.0,29.0,33689592,7680,5157
106,1,0.0,29.0,33689602,7773,5157
107,1,0.0,29.0,33689612,7802,5157
108,1,0.0,29.0,33689622,7802,5150
109,1,0.0,29.0,33689632,7771,5142
110,0,0.0,29.0,33689773,7093,5594
111,1,0.0,29.0,33689783,7111,5622
112,1,0.0,29.0,33689793,7079,5684
113,1,0.0,29.0,33689803,7062,5714
114,1,0.0,29.0,33689813,7055,5722
115,1,0.0,29.0,33689823,7055,5731
116,1,0.0,29.0,33689833,7049,5737
117,1,0.0,29.0,33689843,7049,5737
118,1,0.0,29.0,33689853,7049,5725
119,1,0.0,29.0,33689863,7032,5670
120,1,0.0,29.0,33689873,7004,5587
121,1,0.0,29.0,33689883,6959,5470
122,1,0.0,29.0,33689893,6886,5307
123,1,0.0,29.0,33689903,6794,5114
124,1,0.0,29.0,33689913,6687,4910
125,1,0.0,29.0,33689923,6581,4702
126,1,0.0,29.0,33689933,6477,4512
127,1,0.0,29.0,33689943,6365,4335
128,1,0.0,29.0,33689953,6249,4149
129,1,0.0,29.0,33689963,6116,3967
130,1,0.0,29.0,33689973,5976,3789
131,1,0.0,29.0,33689983,5832,3619
132,1,0.0,29.0,33689993,5705,3499
133,1,0.0,29.0,33690003,5614,3412
134,1,0.0,29.0,33690013,5546,3321
135,1,0.0,29.0,33690023,5488,3229
136,1,0.0,29.0,33690033,5445,3154
137,1,0.0,29.0,33690043,5412,3090
138,1,0.0,29.0,33690053,5397,3050
139,0,0.0,29.0,33690233,6343,4125
140,1,0.0,29.0,33690243,6324,4085
141,1,0.0,29.0,33690253,6233,4132
142,1,0.0,29.0,33690263,6227,4140
143,1,0.0,29.0,33690273,6227,4121
144,1,0.0,29.0,33690283,6238,4093
145,1,0.0,29.0,33690293,6259,4027
146,1,0.0,29.0,33690303,6292,3937
147,1,0.0,29.0,33690313,6324,3801
148,1,0.0,29.0,33690323,6354,3634
